score, window_size, features, neighbors
0.747175718088861,40,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",15
0.7466751998785859,25,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",7
0.7466751998785859,25,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",7
0.7466751998785859,25,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",7
0.7466264358904235,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",25
0.7466264358904235,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",25
0.7465587461205931,20,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",50
0.7465587461205931,20,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",50
0.7465462815078293,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",10
0.7465462815078293,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",10
0.7465462815078293,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",10
0.7465462815078293,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",10
0.7465256384006611,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",20
0.7465256384006611,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",20
0.7465256384006611,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",20
0.7465256384006611,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_variance', 's_variance', 'v_variance', 'entropy']",20
0.7464611133345099,25,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy']",10
0.7464548400414619,30,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",5
0.7464548400414619,30,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",5
0.7464548400414619,30,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",5
0.746390148917964,30,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",20
0.746390148917964,30,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",20
0.7461676145280965,40,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",10
0.7461676145280965,40,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",10
0.7461676145280965,40,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_variance', 'G_variance', 'B_variance', 'entropy']",10
0.7460135836228592,35,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy']",15
0.745968397812405,40,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy']",15
0.7456409983050732,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",25
0.7456409983050732,25,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",25
0.7456333920642739,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",20
0.7456333920642739,40,"['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'entropy']",20
0.7455986850756411,20,"['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'entropy']",15
